price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,amenities,locality
₹ 40 Lacs,880,2 Bedroom,2 Bathroom,,Platinum City,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,9/14,Bike and Car,Yes,"['Lift', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Visitor parking']",Peenya
₹ 67 Lacs,600,1 Bedroom,1 Bathroom,,Vaishnavi Gardenia,1-3 years,Self Owned,1-3 years,,Semi,East,4/10,No,Yes,"['Gym', 'Security']",Peenya
₹ 39.5 Lacs,960,2 Bedroom,2 Bathroom,1.0,Platinum Ciry O Blo...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,0/13,Car,Yes,"['Intercom', 'Lift', 'Club house', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Swimming pool', 'Visitor parking']",Peenya
₹ 2.25 Crores,"2,900",3 Bedroom,4 Bathroom,3.0,Platinum City,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North-East,13/13,Car,Yes,"['Intercom', 'Internet provider', 'Lift', 'Club house', 'Gas pipeline', 'Fire safety', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Swimming pool', 'Visitor parking']",Peenya
₹ 68 Lacs,612,1 Bedroom,1 Bathroom,,Vaishnavi Ars Garde...,1-3 years,Self Owned,1-3 years,,Semi,West,4/12,Car,Yes,['Security'],Peenya
₹ 1.1 Crores,"1,048",2 Bedroom,1 Bathroom,,Vaishnavi Ars Garde...,1-3 years,Self Owned,1-3 years,,Fully furnished,West,15/22,Car,Yes,"['Gym', 'Security']",Peenya
₹ 1.2 Crores,"1,182",2 Bedroom,2 Bathroom,,Vaishnavi Ars Garde...,1-3 years,Self Owned,1-3 years,,Fully furnished,West,4/16,Bike and Car,Yes,"['Gym', 'Security']",Peenya
₹ 71 Lacs,"1,080",2 Bedroom,2 Bathroom,2.0,Soundarya Paradise,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,North,2/6,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Visitor parking']",Peenya
₹ 1.25 Crores,"1,470",3 Bedroom,3 Bathroom,2.0,"Soundarya Paradise,...",1-3 years,Self Owned,1-3 years,Marble/Granite,Unfurnished,East,1/4,Bike and Car,Yes,"['Lift', 'Security', 'Park']",Peenya
₹ 2.4 Crores,"2,798",4 Bedroom,4 Bathroom,,Pratham Casa Serene,>10 years,Self Owned,>10 years,,Semi,South,9/14,Bike and Car,Yes,"['Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area""]",Peenya
₹ 1.2 Crores,"1,399",2 Bedroom,2 Bathroom,3.0,Pratham Casa Serene,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,South,10/14,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Visitor parking']",Peenya
₹ 80 Lacs,"1,350",2 Bedroom,2 Bathroom,2.0,Pratham Casa Serene,1-3 years,Self Owned,1-3 years,,Semi,North,13/14,Bike and Car,Yes,"['Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security']",Peenya
₹ 1.25 Crores,"3,600",4 Bedroom,7 Bathroom,,Standlone Building,3-5 years,Self Owned,3-5 years,,Unfurnished,North,0/3,Bike and Car,No,,Peenya
₹ 1.29 Crores,"1,330",3 Bedroom,2 Bathroom,2.0,Arge Urban Bloom,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,Don't Know,2/12,Bike and Car,Yes,"['Gym', 'Swimming pool', 'Security']",Peenya
₹ 1.5 Crores,"1,322",2 Bedroom,2 Bathroom,2.0,Arge Urban Bloom,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Semi,East,2/12,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Peenya
₹ 85 Lacs,"1,440",3 Bedroom,3 Bathroom,3.0,Sma Park Avenue,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North,1/4,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', 'Security', 'Visitor parking']",Peenya
₹ 2 Crores,"1,727",3 Bedroom,3 Bathroom,2.0,"Arge Urban Bloom, Y...",1-3 years,Self Owned,1-3 years,Vitrified Tiles,Semi,East,1/12,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Peenya
₹ 62 Lacs,600,1 Bedroom,1 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,0/2,Bike,No,,Peenya
₹ 2.5 Crores,"1,450",3 Bedroom,2 Bathroom,2.0,Rajaveena Kuteera,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,1/3,Car,Yes,"['Lift', 'Security']",Peenya
₹ 1.1 Crores,"4,800",4 Bedroom,8 Bathroom,,Standalone Buildin...,5-10 years,Self Owned,5-10 years,,Semi,0/4,0/4,Bike and Car,No,,Peenya
₹ 1.9 Crores,"5,000",4 Bedroom,8 Bathroom,,Standalone Building,3-5 years,Self Owned,3-5 years,,Unfurnished,East,0/4,Bike and Car,Yes,,Peenya
₹ 80 Lacs,600,1 Bedroom,1 Bathroom,,Standalone Building,1-3 years,Self Owned,1-3 years,,Unfurnished,North,1/4,No,No,,Peenya
₹ 50 Lacs,500,1 Bedroom,1 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,,Unfurnished,East,2/3,No,No,,Peenya
₹ 2.85 Crores,"2,400",4 Bedroom,24 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,,Unfurnished,North-East,0/4,Bike and Car,No,,Peenya
₹ 2.3 Crores,"5,000",4 Bedroom,14 Bathroom,,Standalone Building,3-5 years,Self Owned,3-5 years,,Unfurnished,North,0/3,Bike and Car,No,,Peenya
₹ 75 Lacs,400,1 Bedroom,1 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,,Unfurnished,North,0/0,No,No,,Peenya
₹ 1.5 Crores,"4,800",4 Bedroom,5 Bathroom,3.0,Standalone Building,5-10 years,Self Owned,5-10 years,Marble/Granite,Fully furnished,East,3/3,Bike and Car,No,,Peenya
₹ 75 Lacs,"1,145",2 Bedroom,2 Bathroom,2.0,Platinum City,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,9/14,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Peenya
₹ 75 Lacs,"1,160",2 Bedroom,2 Bathroom,,Flourish Kalpatharu...,3-5 years,Self Owned,3-5 years,,Semi,East,0/3,Bike and Car,Yes,"['Lift', 'Gym', 'Intercom', 'Security', 'Park', 'Visitor parking']",Peenya
₹ 80 Lacs,"1,140",2 Bedroom,2 Bathroom,,Mega Kamala Residen...,3-5 years,Self Owned,3-5 years,,Semi,West,0/5,Bike and Car,No,"['Gym', 'Swimming pool', ""Children's play area"", 'Visitor parking']",Peenya
₹ 1.65 Crores,"5,500",4 Bedroom,13 Bathroom,4.0,Shiva Surabhi Nilaya,>10 years,Self Owned,>10 years,Marble/Granite,Semi,West,0/3,Bike and Car,No,,Peenya
₹ 1.2 Crores,"1,500",3 Bedroom,2 Bathroom,1.0,Salarpuria Sattva O...,1-3 years,Self Owned,1-3 years,,Unfurnished,East,9/24,Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Visitor parking']",Peenya
₹ 3.2 Crores,"1,500",4 Bedroom,10 Bathroom,,Standalone Building,3-5 years,Self Owned,3-5 years,,Fully furnished,East,0/3,Bike and Car,No,,Peenya
₹ 1.4 Crores,"1,360",3 Bedroom,3 Bathroom,2.0,Standalone Building,Under Construction,Self Owned,Under Construction,,Fully furnished,East,3/3,Car,No,"['Gas pipeline', 'Sewage treatment plant', 'Visitor parking']",Peenya
₹ 3.5 Crores,"6,000",4 Bedroom,7 Bathroom,,Standalone Building,Newly Constructed,Self Owned,Newly Constructed,,Semi,South,0/4,Bike and Car,No,,Peenya
₹ 80 Lacs,"3,840",4 Bedroom,6 Bathroom,1.0,Sb,5-10 years,Self Owned,5-10 years,Cement,Unfurnished,Don't Know,0/3,Car,No,,Peenya
₹ 2.5 Crores,"5,684",4 Bedroom,9 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,,Semi,0/3,0/3,Bike and Car,No,,Peenya
₹ 70 Lacs,"2,400",4 Bedroom,8 Bathroom,,Standalone Building...,5-10 years,Self Owned,5-10 years,,Unfurnished,North,0/3,No,No,,Peenya
₹ 1.02 Crores,"1,115",2 Bedroom,2 Bathroom,1.0,Sattva Opus,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,5/25,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Sewage treatment plant']",Peenya
₹ 1 Crore,"1,100",2 Bedroom,2 Bathroom,2.0,Kashi Kiran Regency,>10 years,Self Owned,>10 years,,Semi,East,3/5,Bike and Car,Yes,"['Lift', 'Internet provider', 'Security', 'Shopping center', 'Park']",Rajajinagar
₹ 1.5 Crores,975,2 Bedroom,2 Bathroom,2.0,Hemadri Residency,>10 years,Self Owned,>10 years,,Fully furnished,North,3/14,Bike and Car,Yes,"['Lift', 'Security', 'Gas pipeline', 'Park']",Rajajinagar
₹ 90 Lacs,"2,025",4 Bedroom,6 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"2,025 sq.ft",Unfurnished,North,0/2,No,No,,Rajajinagar
₹ 3.36 Crores,"2,600",4 Bedroom,8 Bathroom,1.0,Independent House,>10 years,Self Owned,>10 years,"2,600 sq.ft",Semi,North-East,0/1,Bike,No,,Rajajinagar
₹ 3.5 Crores,"3,600",4 Bedroom,6 Bathroom,1.0,Standalone Building,>10 years,Self Owned,>10 years,"3,600 sq.ft",0/3,East,0/3,Bike,No,,Rajajinagar
₹ 80 Lacs,"1,205",2 Bedroom,2 Bathroom,6.0,Shanti Niketan,>10 years,Self Owned,>10 years,Marble/Granite,Semi,East,1/3,Bike and Car,Yes,"['Lift', 'Internet provider', 'Fire safety', 'Security']",Rajajinagar
₹ 95 Lacs,"1,700",4 Bedroom,5 Bathroom,1.0,Independent House,>10 years,Self Owned,>10 years,"1,700 sq.ft",Unfurnished,West,0/1,Bike,Yes,['Security'],Rajajinagar
₹ 60 Lacs,600,1 Bedroom,1 Bathroom,,Independent House,>10 years,Self Owned,>10 years,600 sq.ft,Unfurnished,West,0/0,No,No,,Rajajinagar
₹ 1.26 Crores,"1,200",3 Bedroom,3 Bathroom,2.0,Independent House,Newly Constructed,Self Owned,Newly Constructed,"1,200 sq.ft",Semi,East,0/0,Car,Yes,"['Fire safety', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Visitor parking']",Rajajinagar
₹ 3.91 Crores,"1,701",2 Bedroom,2 Bathroom,1.0,Phoenix One Bangalo...,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,12/30,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Visitor parking']",Rajajinagar
₹ 3.96 Crores,"1,723",3 Bedroom,3 Bathroom,2.0,Phoenix One Bangal...,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,13/30,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park']",Rajajinagar
₹ 6.01 Crores,"2,611",4 Bedroom,3 Bathroom,1.0,Phoenix One Bangal...,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,13/30,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park']",Rajajinagar
₹ 12 Crores,"2,400",4 Bedroom,3 Bathroom,,Independent House,5-10 years,Self Owned,5-10 years,"2,400 sq.ft",Fully furnished,East,0/3,Bike and Car,No,,Rajajinagar
₹ 3.28 Crores,"1,640",3 Bedroom,3 Bathroom,2.0,Brigade Gateway,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,1/16,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajajinagar
₹ 7.5 Crores,"3,643",4 Bedroom,4 Bathroom,3.0,Phoenix One Bangal...,1-3 years,Self Owned,1-3 years,Marble/Granite,Fully furnished,West,5/29,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajajinagar
₹ 9.5 Crores,"3,647",4 Bedroom,4 Bathroom,3.0,Phoenix Kessaku,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,15/30,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Visitor parking']",Rajajinagar
₹ 8.14 Crores,"3,147",4 Bedroom,4 Bathroom,3.0,Phoenix Kessaku,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,15/30,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Visitor parking']",Rajajinagar
₹ 6.39 Crores,"2,410",3 Bedroom,3 Bathroom,2.0,Phoenix Kessaku,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,15/30,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Visitor parking']",Rajajinagar
₹ 2.4 Crores,"1,651",3 Bedroom,3 Bathroom,2.0,Birla Tisya,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,15/31,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park']",Rajajinagar
₹ 3.7 Crores,"2,504",4 Bedroom,4 Bathroom,3.0,Birla Tisya,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,6/31,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajajinagar
₹ 69 Lacs,"1,800",4 Bedroom,4 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,800 sq.ft",Unfurnished,East,0/2,No,No,,Rajajinagar
₹ 45 Lacs,325,2 Bedroom,2 Bathroom,2.0,Independent House,>10 years,Self Owned,>10 years,325 sq.ft,Semi,West,0/2,Bike and Car,No,,Rajajinagar
₹ 7.5 Crores,"3,150",3 Bedroom,3 Bathroom,3.0,Brigade Gateway,5-10 years,Self Owned,5-10 years,,Semi,South,16/17,Bike and Car,Yes,"['Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park']",Rajajinagar
₹ 1.4 Crores,"1,600",4 Bedroom,2 Bathroom,2.0,Independent House,>10 years,Self Owned,>10 years,"1,600 sq.ft",Unfurnished,South,0/2,Bike,No,,Rajajinagar
₹ 1.75 Crores,"1,590",3 Bedroom,2 Bathroom,4.0,Renaissance Park Ii...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,South,1/9,Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', 'Fire safety', 'Security', 'Visitor parking']",Rajajinagar
₹ 75 Lacs,"1,385",3 Bedroom,3 Bathroom,3.0,Mahaveer Trishala,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,South-West,4/5,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant']",Rajarajeshwarinagar
₹ 75 Lacs,"1,150",2 Bedroom,2 Bathroom,2.0,Nandhi Nest,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Semi,North,1/4,Car,Yes,"['Lift', 'Security', 'Gas pipeline', 'Sewage treatment plant']",Rajarajeshwarinagar
₹ 78 Lacs,"1,300",2 Bedroom,3 Bathroom,,Chaitrashree Comfor...,3-5 years,Self Owned,3-5 years,,Semi,East,1/4,Bike and Car,Yes,['Security'],Rajarajeshwarinagar
₹ 1.35 Crores,"1,636",3 Bedroom,2 Bathroom,2.0,Adiga Vishwapriya,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,2/7,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 1.75 Crores,"2,634",4 Bedroom,3 Bathroom,3.0,Prathibimba Platinu...,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North-East,5/5,Car,Yes,"['Lift', 'Security', 'Shopping center', 'Gas pipeline', 'Visitor parking']",Rajarajeshwarinagar
₹ 90 Lacs,"1,700",3 Bedroom,3 Bathroom,,Rajsri Apartments,Newly Constructed,Self Owned,Newly Constructed,,Unfurnished,South,3/6,Bike and Car,No,,Rajarajeshwarinagar
₹ 2.95 Crores,"3,200",4 Bedroom,4 Bathroom,2.0,Independent House,5-10 years,Self Owned,5-10 years,"3,200 sq.ft",Semi,West,3/3,Bike and Car,No,,Rajarajeshwarinagar
₹ 1.11 Crores,"1,595",3 Bedroom,3 Bathroom,3.0,Pyramid Temple Bells,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,North-East,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security']",Rajarajeshwarinagar
₹ 1.2 Crores,"1,200",3 Bedroom,2 Bathroom,2.0,Roshan Ideal Homes,5-10 years,Self Owned,5-10 years,,Semi,West,3/4,Bike and Car,Yes,"['Lift', 'Swimming pool', ""Children's play area"", 'Security']",Rajarajeshwarinagar
₹ 68 Lacs,"1,200",3 Bedroom,2 Bathroom,4.0,Roshan Elite,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,4/4,Car,Yes,"['Lift', 'Security']",Rajarajeshwarinagar
₹ 1.23 Crores,"1,845",3 Bedroom,3 Bathroom,2.0,Venchar Grandeur,Newly Constructed,Self Owned,Newly Constructed,Marble/Granite,Fully furnished,North,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Fire safety', 'Security', 'Park']",Rajarajeshwarinagar
₹ 1.6 Crores,"1,304",2 Bedroom,2 Bathroom,3.0,Sobha Valley View,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,West,4/13,Bike and Car,No,"['Lift', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 1.1 Crores,"1,635",3 Bedroom,2 Bathroom,3.0,Sai Saptagiri Nivas...,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,North,3/4,Bike and Car,Yes,"['Lift', 'Internet provider', 'Club house', 'Intercom', 'Fire safety', 'Security', 'Gas pipeline', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 1.3 Crores,"1,376",2 Bedroom,2 Bathroom,1.0,Prestige Bagamane T...,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Fully furnished,West,1/19,Bike and Car,Yes,"['Gym', 'Security']",Rajarajeshwarinagar
₹ 55 Lacs,825,2 Bedroom,2 Bathroom,1.0,Srushti Apartments,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,3/4,Bike and Car,Yes,"['Lift', 'Fire safety', 'Security', 'Shopping center', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 8 Crores,"4,000",4 Bedroom,4 Bathroom,4.0,Independent House,>10 years,Self Owned,>10 years,"4,000 sq.ft",Unfurnished,East,0/1,Bike and Car,No,['Visitor parking'],Rajarajeshwarinagar
₹ 92 Lacs,"1,700",2 Bedroom,2 Bathroom,1.0,Independent House,5-10 years,Self Owned,5-10 years,"1,700 sq.ft",Semi,East,0/1,Car,No,,Rajarajeshwarinagar
₹ 75.04 Lacs,657,1 Bedroom,1 Bathroom,,Codename Rr Nagar,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,North-East,18/33,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 1.49 Crores,"1,328",2 Bedroom,2 Bathroom,,Codename Rr Nagar,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,North-East,13/33,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 6.15 Crores,"4,191",4 Bedroom,4 Bathroom,,Codename Rr Nagar,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,North-East,12/33,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 2.05 Crores,"1,788",3 Bedroom,3 Bathroom,,Codename Rr Nagar,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,North-East,15/33,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 50 Lacs,"1,070",2 Bedroom,2 Bathroom,2.0,Divya Shree Apartme...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,2/4,Bike and Car,Yes,"['Lift', 'Security']",Rajarajeshwarinagar
₹ 59 Lacs,"1,010",2 Bedroom,2 Bathroom,2.0,Vaastu Hill View 1,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North-East,1/5,Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 71 Lacs,"1,100",2 Bedroom,2 Bathroom,2.0,Shiva Shree Gardens...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,East,4/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', ""Children's play area"", 'Fire safety', 'Security']",Rajarajeshwarinagar
₹ 57 Lacs,"1,180",2 Bedroom,2 Bathroom,1.0,Slr Comforts Apartm...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Shopping center', 'Sewage treatment plant', 'Visitor parking']",Rajarajeshwarinagar
₹ 65 Lacs,900,3 Bedroom,2 Bathroom,,Iconest4,1-3 years,Self Owned,1-3 years,,Fully furnished,East,1/6,Bike and Car,Yes,"['Gym', 'Security']",Sarjapura
₹ 75 Lacs,"2,700",3 Bedroom,3 Bathroom,,Independent House,Newly Constructed,Self Owned,Newly Constructed,"2,700 sq.ft",Semi,East,0/2,Bike and Car,Yes,['Security'],Sarjapura
₹ 1.5 Crores,"4,300",4 Bedroom,5 Bathroom,4.0,"Aditya Elite Homes,",Newly Constructed,Self Owned,Newly Constructed,Marble/Granite,Unfurnished,South-East,0/3,Bike and Car,No,"['Internet provider', ""Children's play area"", 'Park', 'Sewage treatment plant', 'Visitor parking']",Sarjapura
₹ 72.6 Lacs,"1,250",2 Bedroom,2 Bathroom,2.0,Jhanavi Noreste Apa...,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,4/4,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Sewage treatment plant']",Sarjapura
